Peringkat_Sekolah,PPD,Kod_Sekolah,Nama_Sekolah,Alamat,Poskod,Bandar,Negeri,Telefon,Fax
Menengah,PPD KUALA TERENGGANU,TRA3003,SEKOLAH BERASRAMA PENUH INTEGRASI BATU RAKIT,SBPI BATU RAKIT,21020,Kuala Terengganu,TERENGGANU,96693769,96695911
Menengah,PPD MARANG,TRA4016,SMK(A) DURIAN GULING,KM 21  JALAN KUALA BERANG,21040,MARANG.,TERENGGANU,96801668,96801922
Menengah,PPW SENTUL,WEA0194,SMK TAMAN BUKIT MALURI,"JALAN BURUNG KASAWARI, TAMAN BUKIT MALURI",52100,KUALA LUMPUR,WP KUALA LUMPUR,362766515,362726061
Menengah,PPW BANGSAR PUDU,WEA0195,SMK SUNGAI BESI,SUNGAI BESI,57000,KUALA LUMPUR,WP KUALA LUMPUR,390570334,390575645
Menengah,PPW BANGSAR PUDU,WEA0196,SMK AMINUDDIN BAKI,JALAN KAMPUNG PANDAN,55100,KUALA LUMPUR,WP KUALA LUMPUR,392858219,392811905
Menengah,PPW KERAMAT,WEA0197,SMK PUTERI WILAYAH,"JALAN DEWAN SULTAN SULAIMAN, KG. BHARU",50300,KUALA LUMPUR,WP KUALA LUMPUR,326982686,326985366
Menengah,PPW BANGSAR PUDU,WEA0198,SMK PUTERIJAYA,JALAN PASAR PUDU,55100,KUALA LUMPUR,WP KUALA LUMPUR,392212494,392228642
Menengah,PPW KERAMAT,WEA0199,SMK PADANG TEMBAK,JALAN SEMARAK,54100,KUALA LUMPUR,WP KUALA LUMPUR,326987535,326935421
Menengah,PPW BANGSAR PUDU,WEA0201,SMK PETALING,"BATU 6 JALAN KELANG LAMA,",46000,KUALA LUMPUR,WP KUALA LUMPUR,377829153,377849961
Menengah,PPW SENTUL,WEA0202,SMK RAJA ALI,KM.8 JALAN IPOH,51200,KUALA LUMPUR,WP KUALA LUMPUR,362589387,362523141
Menengah,PPW BANGSAR PUDU,WEA0206,SM SAINS SELANGOR,"JALAN YAAKOB LATIFF,",56000,KUALA LUMPUR,WP KUALA LUMPUR,391316093,391300346
Menengah,PPW SENTUL,WEA0208,SMK KEPONG BARU,"JALAN HELANG, KEPONG BARU",52100,KUALA LUMPUR,WP KUALA LUMPUR,362743287,362736593
Menengah,PPW BANGSAR PUDU,WEA0210,SMK TAMAN TUN DR. ISMAIL,"JALAN LEONG YEW KOH, TAMAN TUN DR. ISMAIL",60000,KUALA LUMPUR,WP KUALA LUMPUR,377286993,377267540
Menengah,PPW KERAMAT,WEA0211,SMK PENDIDIKAN KHAS SETAPAK (B),"JALAN GENTING KELANG, SETAPAK",53300,KUALA LUMPUR,WP KUALA LUMPUR,341493701,341422693
Menengah,PPW BANGSAR PUDU,WEA0212,SMK TAMAN DESA,"JALAN DESA BAKTI, OFF JALAN KLANG LAMA",58100,KUALA LUMPUR,WP KUALA LUMPUR,379823058,379847314
Menengah,PPW BANGSAR PUDU,WEA0213,SMK BUKIT BANDARAYA,"LORONG MAAROF, BANGSAR,",59000,KUALA LUMPUR,WP KUALA LUMPUR,320953645,320951690
Menengah,PPW KERAMAT,WEA0214,SMK WANGSA MAJU SEKSYEN 2,"SEKSYEN 2 WANGSA MAJU, JALAN 4A/27,SETAPAK",53300,KUALA LUMPUR,WP KUALA LUMPUR,341490630,341421428
Menengah,PPW KERAMAT,WEA0215,SMK ZON R1 WANGSA MAJU,"WANGSA MAJU SEKSYEN 1, SETAPAK",53300,KUALA LUMPUR,WP KUALA LUMPUR,341496122,341494882
Menengah,PPW BANGSAR PUDU,WEA0216,SMK TAMAN CONNAUGHT,"JALAN AHLIMAN, TAMAN CONNAUGHT",56000,KUALA LUMPUR,WP KUALA LUMPUR,391309049,391328527
Menengah,PPW SENTUL,WEA0217,SMK BANDAR BARU SENTUL,BANDAR BARU SENTUL,51000,KUALA LUMPUR,WP KUALA LUMPUR,340414566,340433381
Menengah,PPW BANGSAR PUDU,WEA0218,SMK BANDAR BARU SERI PETALING,JALAN RADIN,57000,KUALA LUMPUR,WP KUALA LUMPUR,390573732,390588472
Menengah,PPW BANGSAR PUDU,WEA0219,SMK TAMAN YARL,"LORONG AWAN CINA, TAMAN YARL",58200,KUALA LUMPUR,WP KUALA LUMPUR,379834552,379812092
Menengah,PPW BANGSAR PUDU,WEA0220,SMK SERI HARTAMAS,"JLN 48/70A, DESA SERI HARTAMAS",50480,KUALA LUMPUR,WP KUALA LUMPUR,362030048,362030096
Menengah,PPW KERAMAT,WEA0221,SMK TAMAN SERI RAMPAI,"JALAN REJANG, SETAPAK",53300,KUALA LUMPUR,WP KUALA LUMPUR,340243034,341426579
Menengah,PPW BANGSAR PUDU,WEA0222,SMK BANDAR TUN RAZAK,"JALAN JAYA, BANDAR TUN RAZAK",56000,KUALA LUMPUR,WP KUALA LUMPUR,391314375,391335614
Menengah,PPW BANGSAR PUDU,WEA0223,SMK DESA PERDANA,"JALAN DESA UTAMA, TAMAN DESA",58100,KUALA LUMPUR,WP KUALA LUMPUR,379803603,379814373
Menengah,PPW KERAMAT,WEA0224,SMK TAMAN MELATI,JALAN TAMAN MELATI 1,53100,KUALA LUMPUR,WP KUALA LUMPUR,341055193,341075193
Menengah,PPW KERAMAT,WEA0225,SMK SEKSYEN 5 WANGSA MAJU,"JLN. 8/27A,WANGSA MAJU,",53300,KUALA LUMPUR,WP KUALA LUMPUR,341427822,341420832
Menengah,PPW KERAMAT,WEA0226,SMK DESA TUN HUSSEIN ONN,"PERUMAHAN TENTERA, JALAN JELATEK",54200,KUALA LUMPUR,WP KUALA LUMPUR,341436806,341437860
Menengah,PPW SENTUL,WEA0227,SMK MENJALARA,"BANDAR MENJALARA, KEPONG",52100,KUALA LUMPUR,WP KUALA LUMPUR,362725898,362734723
Menengah,PPW SENTUL,WEA0228,SMK SEGAMBUT JAYA,JALAN 4/38A SEGAMBUT,51200,KUALA LUMPUR,WP KUALA LUMPUR,362587622,362508310
Menengah,PPW KERAMAT,WEA0229,SMK WANGSA MELAWATI,"JALAN GENTING KELANG, KUALA LUMPUR",53300,KUALA LUMPUR,WP KUALA LUMPUR,341436171,341481797
Menengah,PPW BANGSAR PUDU,WEA0230,SEKOLAH SUKAN BUKIT JALIL,KOMPLEKS SUKAN NEGARA,57000,KUALA LUMPUR,WP KUALA LUMPUR,390587335,390587153
Menengah,PPW SENTUL,WEA0231,SMK DATO' IBRAHIM YAACOB,BATU 5  JALAN IPOH,51200,KUALA LUMPUR,WP KUALA LUMPUR,362516658,362593294
Menengah,PPW KERAMAT,WEA0232,SMK TAMAN SETIAWANGSA,JALAN BUKIT SETIAWANGSA,54200,KUALA LUMPUR,WP KUALA LUMPUR,342522891,342527184
Menengah,PPW BANGSAR PUDU,WEA0233,SMK BANDAR TASIK SELATAN,"JALAN 21/146, BANDAR TASIK SELATAN",57000,KUALA LUMPUR,WP KUALA LUMPUR,391734288,391738588
Menengah,PPW SENTUL,WEA0234,SMK BATU MUDA,KAMPUNG BATU MUDA,51100,KUALA LUMPUR,WP KUALA LUMPUR,362506791,362506792
Menengah,PPW KERAMAT,WEA0235,SMK SETAPAK INDAH,"JALAN 2/6, TAMAN SETAPAK INDAH",53100,KUALA LUMPUR,WP KUALA LUMPUR,340224964,340224963
Menengah,PPW SENTUL,WEA0236,SMK SINAR BINTANG,"JALAN 34/38A TAMAN SRI BINTANG, SEGAMBUT",52100,KUALA LUMPUR,WP KUALA LUMPUR,362733162,362778964
Menengah,PPW BANGSAR PUDU,WEA0237,SMK SERI SAUJANA,"JALAN MESRA RIA, BANDAR BARU SERI PETALING",57000,KUALA LUMPUR,WP KUALA LUMPUR,390565755,390565754
Menengah,PPW BANGSAR PUDU,WEA0238,SMK MIHARJA,"TAMAN MIHARJA, JALAN CHERAS",55200,KUALA LUMPUR,WP KUALA LUMPUR,392810024,392823241
Menengah,PPW BANGSAR PUDU,WEA0239,SMK BUKIT JALIL,"JALAN 3/155A, BUKIT JALIL GOLF & COUNTRY RESORT",57000,KUALA LUMPUR,WP KUALA LUMPUR,389963191,389963305
Menengah,PPW BANGSAR PUDU,WEA0240,SMK DESA PETALING,JALAN 3/125 DESA PETALING,57100,KUALA LUMPUR,WP KUALA LUMPUR,390589302,390594501
Menengah,PPW BANGSAR PUDU,WEA0241,SMK SERI BINTANG SELATAN,"JALAN 3/91A, TAMAN SHAMELIN PERKASA,",56100,KUALA LUMPUR,WP KUALA LUMPUR,392004326,392004327
Menengah,PPW KERAMAT,WEA0242,SMK DANAU KOTA,LOT 21570 JALAN GENTING KLANG,53300,KUALA LUMPUR,WP KUALA LUMPUR,341438794,341438841
Menengah,PPW SENTUL,WEA0243,SMK SEGAMBUT,"JALAN SEGAMBUT, SEGAMBUT",51200,KUALA LUMPUR,WP KUALA LUMPUR,362570950,362519950
Menengah,PPW BANGSAR PUDU,WEA0244,SMK SERI MULIA,"JALAN BUDIMAN 19, TAMAN MULIA, BANDAR TUN RAZAK",56000,KUALA LUMPUR,WP KUALA LUMPUR,391724573,391732086
Menengah,PPW BANGSAR PUDU,WEA0245,SMK SERI TASIK,"JALAN 6/106, BANDAR SRI PERMAISURI, CHERAS",56000,KUALA LUMPUR,WP KUALA LUMPUR,391726824,391714754
Menengah,PPW BANGSAR PUDU,WEA0246,SMK SERI PERMAISURI,BANDAR SRI PERMAISURI,56000,KUALA LUMPUR,WP KUALA LUMPUR,391731171,391732272
Menengah,PPW BANGSAR PUDU,WEA0247,SM SAINS ALAM SHAH,"JALAN YAACOB LATIF, BANDAR TUN RAZAK",56000,KUALA LUMPUR,WP KUALA LUMPUR,391315014,391318119
Menengah,PPW SENTUL,WEA0248,SM SAINS SERI PUTERI,JALAN KOLAM AYER,51200,KUALA LUMPUR,WP KUALA LUMPUR,340411715,340449614
Menengah,PPW SENTUL,WEA0249,SMK KIARAMAS,PERSIARAN DUTAMAS,50480,KUALA LUMPUR,WP KUALA LUMPUR,362014523,362018071
Menengah,PPW BANGSAR PUDU,WEA0250,SMK SERI MUTIARA,"JALAN 31/119, TAMAN TAYNTON VIEW, CHERAS",56000,KUALA LUMPUR,WP KUALA LUMPUR,391325370,391326550
Menengah,PPW BANGSAR PUDU,WEA0251,SMK COCHRANE PERKASA,OFF JALAN COCHRANE,55100,KUALA LUMPUR,WP KUALA LUMPUR,392004300,392002400
Menengah,PPW BANGSAR PUDU,WEA0252,SMK ALAM DAMAI,"PERSIARAN BESTARI, TAMAN ALAM DAMAI, CHERAS",56000,KUALA LUMPUR,WP KUALA LUMPUR,391001703,391012287
Menengah,PPW SENTUL,WEA0253,SMK SENTUL UTAMA,"BATU 2 1/2, JALAN IPOH,",51200,KUALA LUMPUR,WP KUALA LUMPUR,340430214,340430212
Menengah,PPW KERAMAT,WEA0255,SEKOLAH BIMBINGAN JALINAN KASIH,"LORONG HAJI HUSSEIN 2, OFF JALAN RAJA MUDA ABDUL AZIZ",50300,KUALA LUMPUR,WP KUALA LUMPUR,326911040,326911253
Menengah,PPW SENTUL,WEA0256,SEKOLAH MENENGAH KEBANGSAAN DESA MAHKOTA,"JALAN SRI BINTANG  UTAMA, DESA PARK CITY",52200,KEPONG,WP KUALA LUMPUR,362701480,362701662
Menengah,PPW BANGSAR PUDU,WEA0257,SEKOLAH MENENGAH KEBANGSAAN ORKID DESA,"JALAN 13/142, TAMAN ORKID DESA",56000,CHERAS,WP KUALA LUMPUR,391017086,391017084
Menengah,PPW BANGSAR PUDU,WEA0258,SEKOLAH SENI MALAYSIA KUALA LUMPUR,JALAN SELADANG,55100,KUALA LUMPUR,WP KUALA LUMPUR,129339484,
Menengah,JPWP LABUAN,WEA1001,SM SAINS LABUAN (SMSL),PETI SURAT 82206,87032,W.P LABUAN,WP LABUAN,87461525,87462835
Menengah,JPWP LABUAN,WEA1002,SMK. LAJAU,"PETI SURAT 81514,",87025,W.P. LABUAN,WP LABUAN,87462995,87462463
Menengah,JPWP LABUAN,WEA1003,SMK. TAMAN PERUMAHAN BEDAUN,"PETI SURAT 81841,",87028,W.P LABUAN,WP LABUAN,87468679,87468902
Menengah,JPWP LABUAN,WEA1004,SMK PANTAI,"PETI SURAT 81755, JALAN POHON BATU",87027,W.P. LABUAN,WP LABUAN,87410863,87411454
Menengah,JPWP LABUAN,WEA1005,SEKOLAH MENENGAH KEBANGSAAN RANCHA-RANCHA,"PETI SURAT 81441, JALAN BUKIT BESAR, KG. SG. LADA",87024,LABUAN,WP LABUAN,87509181,87509182
Menengah,JPWP PUTRAJAYA,WEA2001,SMK PUTRAJAYA PRESINT 8(1),"NO. 4, JALAN P8, PRESINT 8",62250,PUTRAJAYA,WP PUTRAJAYA,388880200,388880131
Menengah,JPWP PUTRAJAYA,WEA2002,SMK PUTRAJAYA PRESINT 9(1),"JALAN P9F, PRESINT 9",62250,PUTRAJAYA,WP PUTRAJAYA,388885150,388895150
Menengah,JPWP PUTRAJAYA,WEA2003,SMK PUTRAJAYA PRESINT 16(1),"JLN P16G, PRESINT 16",62150,PUTRAJAYA,WP PUTRAJAYA,388880248,388885144
Menengah,JPWP PUTRAJAYA,WEA2004,SMK PUTRAJAYA PRESINT 11(1),"JALAN P11J1, PRESINT 11",62300,PUTRAJAYA,WP PUTRAJAYA,388887100,388888359
Menengah,JPWP PUTRAJAYA,WEA2005,SMK PUTRAJAYA PRESINT 9(2),"JALAN P9A, PRESINT 9",62250,PUTRAJAYA,WP PUTRAJAYA,388811207,388811210
Menengah,JPWP PUTRAJAYA,WEA2006,SEKOLAH SULTAN ALAM SHAH (SMBP),"PARCEL G, PRESINT 1, ",62520,PUTRAJAYA,WP PUTRAJAYA,388883763,388883614
Menengah,JPWP PUTRAJAYA,WEA2007,SMK PUTRAJAYA PRESINT 14(1),"NO. 1A, JALAN P14, PRESINT 14,",62300,PUTRAJAYA,WP PUTRAJAYA,388902950,388902951
Menengah,JPWP PUTRAJAYA,WEA2008,SMK PUTRAJAYA PRESINT 11(2),"NO 1, JALAN P11C, PRESINT 11",62300,PUTRAJAYA,WP PUTRAJAYA,388903490,388903487
Menengah,JPWP PUTRAJAYA,WEA2009,SMK PUTRAJAYA PRESINT 18(1),"JALAN P18, PRESINT 18",62150,PUTRAJAYA,WP PUTRAJAYA,388905420,388905421
Menengah,JPWP PUTRAJAYA,WEA2010,SMK PUTRAJAYA PRESINT 5(1),"JALAN P5A/5, PRESINT 5 , ",62000,PUTRAJAYA,WP PUTRAJAYA,388610565,388610636
Menengah,PPW KERAMAT,WEB0206,SMK SERI AMPANG,JALAN DAMAI OFF JALAN AMPANG,55000,KUALA LUMPUR,WP KUALA LUMPUR,321487065,321432239
Menengah,PPW KERAMAT,WEB0207,SMK PUTERI AMPANG,"JALAN DAMAI, OFF JALAN AMPANG",55000,KUALA LUMPUR,WP KUALA LUMPUR,321487797,321450375
Menengah,PPW KERAMAT,WEB0208,SMK (P) AIR PANAS,"JALAN AIR PANAS, SETAPAK",53200,KUALA LUMPUR,WP KUALA LUMPUR,340234886,340246588
Menengah,PPW BANGSAR PUDU,WEB0209,SMK SERI BINTANG UTARA,"JALAN 3/91, TAMAN SHAMELIN PERKASA, CHERAS",56100,KUALA LUMPUR,WP KUALA LUMPUR,392837924,392837887
Menengah,PPW BANGSAR PUDU,WEB0210,SMK CHERAS,"JALAN YAACOB LATIF, BANDAR TUN RAZAK",56000,KUALA LUMPUR,WP KUALA LUMPUR,391318517,391315448
Menengah,PPW BANGSAR PUDU,WEB0211,SMK COCHRANE,"JALAN SHAHBANDAR, OFF JALAN COCHRANE",55100,KUALA LUMPUR,WP KUALA LUMPUR,392857387,392810531
Menengah,PPW BANGSAR PUDU,WEB0212,SMK CONFUCIAN,LORONG HANG JEBAT,50150,KUALA LUMPUR,WP KUALA LUMPUR,320783364,320310542
Menengah,PPW KERAMAT,WEB0213,SMK CONVENT BUKIT NANAS (M),JALAN BUKIT NANAS,50250,KUALA LUMPUR,WP KUALA LUMPUR,320780559,320317679
Menengah,PPW BANGSAR PUDU,WEB0214,SMK CONVENT JALAN PEEL,JALAN PEEL,55100,KUALA LUMPUR,WP KUALA LUMPUR,392846562,392871064
Menengah,PPW SENTUL,WEB0215,SMK CONVENT SENTUL (M),JALAN SENTUL,51000,KUALA LUMPUR,WP KUALA LUMPUR,340417190,340440291
Menengah,PPW KERAMAT,WEB0216,SMK TINGGI SETAPAK,"JALAN AIR JERNIH, SETAPAK,",53200,KUALA LUMPUR,WP KUALA LUMPUR,340236191,340254380
Menengah,PPW BANGSAR PUDU,WEB0217,SMK (P) BANDARAYA,CHANGKAT THAMBI DOLLAH,55100,KUALA LUMPUR,WP KUALA LUMPUR,392210380,392227002
Menengah,PPW SENTUL,WEB0218,SMK MAXWELL,JALAN TUN ISMAIL,50480,KUALA LUMPUR,WP KUALA LUMPUR,340412895,340446057
Menengah,PPW BANGSAR PUDU,WEB0219,SMK (L) METHODIST,"JLN HANG JEBAT,KUALA LUMPUR",50150,KUALA LUMPUR,WP KUALA LUMPUR,320782293,320341346
Menengah,PPW SENTUL,WEB0220,SMK (L) METHODIST SENTUL,JALAN SENTUL,51000,KUALA LUMPUR,WP KUALA LUMPUR,340413870,340438631
Menengah,PPW BANGSAR PUDU,WEB0221,SMK (P) PUDU,"JALAN FOSS, PUDU",55200,KUALA LUMPUR,WP KUALA LUMPUR,392212584,392231019
Menengah,PPW BANGSAR PUDU,WEB0222,SMK ST. GABRIEL (M),"JALAN PERWIRA, KG PANDAN",55100,KUALA LUMPUR,WP KUALA LUMPUR,392859384,392871081
Menengah,PPW KERAMAT,WEB0223,SMK ST. JOHN (M),JALAN BUKIT NANAS,50250,KUALA LUMPUR,WP KUALA LUMPUR,320782846,320311443
Menengah,PPW SENTUL,WEB0224,SMK ST. MARY (M),"7, JALAN INTAN BAIDURI 5D, TAMAN INTAN BAIDURI",52100,KUALA LUMPUR,WP KUALA LUMPUR,361377841,361377837
Menengah,PPW BANGSAR PUDU,WEB0225,SMK (P) METHODIST (M),JALAN CENDERASARI,50480,KUALA LUMPUR,WP KUALA LUMPUR,326926010,326948023
Menengah,PPW BANGSAR PUDU,WEB0226,SMK VICTORIA,JALAN HANG TUAH,55200,KUALA LUMPUR,WP KUALA LUMPUR,320782489,320316854
Menengah,PPW BANGSAR PUDU,WEB0227,SMK DATOK LOKMAN,JALAN KAMPUNG PANDAN,55100,KUALA LUMPUR,WP KUALA LUMPUR,392858754,392861062
Menengah,PPW SENTUL,WEB0228,SMK (P) JALAN IPOH,BT 3 1/2 JALAN IPOH,51200,KUALA LUMPUR,WP KUALA LUMPUR,362581664,362573368
Menengah,PPW BANGSAR PUDU,WEB0229,SMK SERI PANTAI,KAMPUNG KERINCHI,59200,KUALA LUMPUR,WP KUALA LUMPUR,379567409,379587984
Menengah,PPW BANGSAR PUDU,WEB0230,SMK SERI SENTOSA,JALAN KUCHAI LAMA,58200,KUALA LUMPUR,WP KUALA LUMPUR,379831764,379807478
Menengah,PPW BANGSAR PUDU,WEB0231,SMK DATO' ONN,JALAN SAN PENG,55200,KUALA LUMPUR,WP KUALA LUMPUR,392212008,392225833
Menengah,PPW BANGSAR PUDU,WEB0232,SMK TAMAN MALURI,"JLN WIRAWATI 6,",55100,KUALA LUMPUR,WP KUALA LUMPUR,392853023,392816324
Menengah,PPW KERAMAT,WEB0233,SMK SERI TITIWANGSA,"JALAN TEMERLOH,",53200,KUALA LUMPUR,WP KUALA LUMPUR,340214882,340242504
Menengah,PPW KERAMAT,WEB0234,SMK PUTERI TITIWANGSA,JALAN TEMERLOH,53200,KUALA LUMPUR,WP KUALA LUMPUR,326923249,340244514
Menengah,PPW BANGSAR PUDU,WEB0235,SMK VIVEKANANDA,"JALAN ROZARIO,  BRICKFIELDS",50470,KUALA LUMPUR,WP KUALA LUMPUR,322741736,322724243
Menengah,PPW BANGSAR PUDU,WEB0236,SMK LA SALLE BRICKFIELDS (M),JALAN TUN SAMBANTHAN,50470,KUALA LUMPUR,WP KUALA LUMPUR,322741852,322734682
Menengah,PPW BANGSAR PUDU,WEB0237,SMK YAACOB LATIF,JALAN PEEL,55100,KUALA LUMPUR,WP KUALA LUMPUR,392848870,392859870
Menengah,PPW SENTUL,WEB0238,SMK LA SALLE SENTUL (M),JALAN SENTUL,51000,KUALA LUMPUR,WP KUALA LUMPUR,340417018,340419192
Menengah,PPW BANGSAR PUDU,WEB0243,SMK DHARMA,"KM 10, JLN PUCHONG",58200,KUALA LUMPUR,WP KUALA LUMPUR,377829908,377829908
Menengah,PPW SENTUL,WEB0247,SMK CHONG HWA,JALAN GOMBAK,53000,KUALA LUMPUR,WP KUALA LUMPUR,340232411,340235459
Menengah,PPW SENTUL,WEB0248,SMK RAJA ABDULLAH,OFF JALAN KEPONG,52000,KUALA LUMPUR,WP KUALA LUMPUR,362580937,362501260
Menengah,PPW SENTUL,WEB0249,SMK JINJANG,JINJANG UTARA,52000,KUALA LUMPUR,WP KUALA LUMPUR,362576438,362588086
Menengah,PPW BANGSAR PUDU,WEB0256,SMK BANGSAR (INTEG),"LORONG MAAROF 1, BANGSAR PARK, BANGSAR",59000,KUALA LUMPUR,WP KUALA LUMPUR,322847134,322835724
Menengah,JPWP LABUAN,WEE1011,SMK LABUAN,PETI SURAT 81094,87021,LABUAN,WP LABUAN,87412450,87421301
Menengah,JPWP LABUAN,WEE1015,SMK MUTIARA,PETI  SURAT 81367,87027,W.P.LABUAN,WP LABUAN,87412532,87422581
Menengah,JPWP LABUAN,WFE1019,SM ST ANNE (M),PETI  SURAT 81072,87020,W.P. LABUAN,WP LABUAN,087-412955,087-419340
Menengah,JPWP LABUAN,WFE1022,SM ST ANTHONY (M),PETI SURAT 81395,87023,W.P LABUAN,WP LABUAN,087-412985,087-422519
Menengah,PPW BANGSAR PUDU,WFT0001,SMA MAJLIS AGAMA ISLAM WILAYAH PERSEKUTUAN,"NO.2 JALAN SRI PERMAISURI, ",56000,CHERAS,WP KUALA LUMPUR,391713661,391712661
Menengah,PPW BANGSAR PUDU,WFT0002,SEKOLAH MENENGAH INTEGRASI SAINS TAHFIZ (SMISTA) MAIWP,D/A MASJID SAIDINA OTHMAN IBN AFFAN,56000,"BANDAR TUN RAZAK , CHERAS",WP KUALA LUMPUR,391711005,391711499
Menengah,PPW KERAMAT,WHA0001,KOLEJ VOKASIONAL ERT SETAPAK,"JALAN GENTING KLANG, SETAPAK",53300,KUALA LUMPUR,WP KUALA LUMPUR,341421085,341433066
Menengah,PPW KERAMAT,WHA0002,KOLEJ VOKASIONAL SETAPAK,JALAN GENTING KLANG,53300,KUALA LUMPUR,WP KUALA LUMPUR,341495578,341494899
Menengah,JPWP LABUAN,WHA1099,KOLEJ VOKASIONAL LABUAN,PETI SURAT 80276,87013,LABUAN,WP LABUAN,87461970,87461820
Menengah,PPW BANGSAR PUDU,WKB0001,SMT CHERAS,"JALAN YAACOB LATIF, BANDAR TUN RAZAK",56000,KUALA LUMPUR,WP KUALA LUMPUR,391318052,391308758
Menengah,PPW SENTUL,WRA0004,SMA KUALA LUMPUR,"BANDAR MENJALARA, KEPONG",52200,KUALA LUMPUR,WP KUALA LUMPUR,362758923,362723269
Menengah,JPWP PUTRAJAYA,WRA2001,SMKA PUTRAJAYA,"NO.1, JALAN P11C, PRESINT 11",62300,PUTRAJAYA,WP PUTRAJAYA,388881678,388881679
Menengah,PPD KENINGAU,XEA1001,SMK TULID,PETI SURAT 1236,89008,KENINGAU,SABAH,128301170,TIADA
Menengah,PPD KENINGAU,XEA1057,SMK APIN-APIN,PETI SURAT 464,89008,KENINGAU,SABAH,87335122,87336339
Menengah,PPD KENINGAU,XEA1058,SMK KENINGAU,PETI SURAT 272,89008,KENINGAU,SABAH,87333107,87330527
Menengah,PPD KENINGAU,XEA1059,SMK KENINGAU II,PETI SURAT 1994,89008,KENINGAU,SABAH,87391280,87391670
Menengah,PPD KENINGAU,XEA1060,SMK SOOK,PETI SURAT 1613,89008,KENINGAU,SABAH,87365464,87365780
Menengah,PPD KENINGAU,XEA1061,SMK GUNSANAD II,PETI SURAT 2085,89008,KENINGAU,SABAH,87336879,87339249
Menengah,PPD PENSIANGAN,XEA1111,SMK NABAWAN,"PETI SURAT 68,",89957,NABAWAN,SABAH,87366215,87366215
Menengah,PPD PENSIANGAN,XEA1112,SMK SEPULOT NABAWAN,P/S 53,89950,NABAWAN,SABAH,198408389,TIADA
Menengah,PPD PENSIANGAN,XEA1113,SMK NABAWAN II,PETI SURAT 30,89957,NABAWAN,SABAH,87366857,87366515
Menengah,PPD TAMBUNAN,XEA1219,SMK TAMBUNAN,PETI SURAT 30,89657,TAMBUNAN,SABAH,87774097,87773209
Menengah,PPD TAMBUNAN,XEA1220,SMK NAMBAYAN,PETI  SURAT  72,89657,TAMBUNAN,SABAH,87774397,87771275
Menengah,PPD TAMBUNAN,XEA1221,SMK DESA WAWASAN,"S.M.K DESA WAWASAN,PETI SURAT 322",89657,TAMBUNAN,SABAH,88899504,88899505
Menengah,PPD TENOM,XEA1222,SMK CHINTA MATA,PETI SURAT 414,89909,TENOM,SABAH,TIADA,TIADA
Menengah,PPD TENOM,XEA1345,SMK KEMABONG,PETI SURAT 281,89908,TENOM,SABAH,87737299,87737644
Menengah,PPD TENOM,XEA1346,SMK ENTABUAN,PETI SURAT 277,89908,TENOM,SABAH,87733070,87733073
Menengah,PPD SANDAKAN,XEA2071,SMK ELOPURA,PETI SURAT 1091,90712,SANDAKAN,SABAH,89533960,89532036
Menengah,PPD SANDAKAN,XEA2072,SMK BATU SAPI,PETI SURAT 1760,90719,SANDAKAN,SABAH,89612954,89615071
Menengah,PPD SANDAKAN,XEA2073,SMK DATUK PENGIRAN GALPAM,"PETI SURAT 200, PEJABAT POS JALAN UTARA",90307,SANDAKAN,SABAH,89211604,89211604
Menengah,PPD SANDAKAN,XEA2074,SMK GUM-GUM,PPM 46 ELOPURA,90000,SANDAKAN,SABAH,89531764,89531764
Menengah,PPD SANDAKAN,XEA2075,SMK MUHIBBAH,"BATU 4, JALAN CECILY UTARA,",90000,SANDAKAN,SABAH,89214491,89210488
Menengah,PPD SANDAKAN,XEA2076,SMK TAMAN FAJAR,WDT 83,90500,SANDAKAN,SABAH,089-668122,89668122
Menengah,PPD SANDAKAN,XEA2077,SMK PEREMPUAN,WDT 84,90500,SANDAKAN,SABAH,89667840,89673105
Menengah,PPD TONGOD,XEA2078,SMK TONGOD,PETI SURAT 08,89320,TELUPID,SABAH,TIADA,TIADA
Menengah,PPD KINABATANGAN,XEA2079,SMK PARIS,WDT 220 KINABATANGAN,90200,SANDAKAN,SABAH,89575200,89575202
Menengah,PPD SANDAKAN,XEA2080,SMK MERPATI,WDT 54 PEJABAT POS WISMA PERSEKUTUAN,90500,SANDAKAN,SABAH,89671851,89671753
Menengah,PPD SANDAKAN,XEA2081,SMK SEGALIUD,PETI SURAT 2594,90729,SANDAKAN,SABAH,89565306,89565301
Menengah,PPD SANDAKAN,XEA2082,SMK LIBARAN,WDT 147,90500,SANDAKAN,SABAH,89246117,89246809
Menengah,PPD SANDAKAN,XEA2083,SMK ELOPURA DUA,WDT 136 PEJ POS RUMAH PERSEKUTUAN BT 7,90500,SANDAKAN,SABAH,89632601,89632934
Menengah,PPD SANDAKAN,XEA2084,SMK SANDAKAN DUA,PETI SURAT 2769,90731,SANDAKAN,SABAH,89632810,89632729
Menengah,PPD SANDAKAN,XEA2085,SMK TINUSA,"W.D.T 139, RUMAH PERSEKUTUAN",90500,SANDAKAN,SABAH,89671835,89671850
Menengah,PPD RANAU,XEA2140,SMK ULU SUGUT (MALINSAU),PETI SURAT 234,89308,RANAU,SABAH,88959403,
Menengah,PPD TONGOD,XEA2141,SMK TELUPID,PETI SURAT 02,89320,TELUPID,SABAH,89521734,89521734
